Name,Position,Age,Season,Player_nat,Left_team,Left_league,Left_team_nat,Joined_team,Joined_league,Joined_nat,Fee,Loan_or_not,Face_img
Dany Mota,Centre-Forward,21,19/20,Portugal/Luxembourg,Virtus Entella,Serie B,Italy,Juventus U23,Serie C-A,Italy,€1.80m,False,https://img.a.transfermarkt.technology/portrait/medium/347253-1601300945.jpg?lm=1
Paolo Rossi,Centre-Forward,24,81/82,Italy,Vicenza,Serie C1 - A,Italy,Juventus,Serie A,Italy,€1.75m,False,https://img.a.transfermarkt.technology/portrait/medium/116757-1607585140.jpg?lm=1
Wesley,Right Midfield,19,19/20,Brazil,Hellas Verona,Serie A,Italy,Juventus U23,Serie C-A,Italy,€1.52m,False,https://img.a.transfermarkt.technology/portrait/medium/371967-1610612521.jpg?lm=1
Valerio Bertotto,Right-Back,20,93/94,Italy,Alessandria,Serie C1 - A,Italy,Udinese,Serie A,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_5884_123_2012_12_03_1.jpg?lm=1
Naouirou Ahamada,Defensive Midfield,19,21/22,France/Comoros,Juventus U23,Serie C - A,Italy,VfB Stuttgart,Bundesliga,Germany,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/538971-1573556991.jpg?lm=1
Davide De Marino,Centre-Back,20,20/21,Italy,Pro Vercelli,Serie C - A,Italy,Juventus U23,Serie C - A,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/459535-1580885931.jpg?lm=1
Stephy Mavididi,Left Winger,20,18/19,England/DR Congo,Arsenal U23,Premier League 2,England,Juventus U23,Serie C-A,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/340328-1604257205.jpg?lm=1
Nico Pulzetti,Central Midfield,23,07/08,Italy,Hellas Verona,Serie C1 - A,Italy,AS Livorno,Serie A,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/38602-1542313815.jpg?lm=1
Mario Frick,Centre-Forward,26,01/02,Liechtenstein/Switzerland,Arezzo,Serie C1 - A,Italy,Hellas Verona,Serie A,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/21755-1444055677.jpg?lm=1
Erik Gerbi,Centre-Forward,18,18/19,Italy,Pro Vercelli,Serie C-A,Italy,Juventus U23,Serie C-A,Italy,€1.45m,False,https://img.a.transfermarkt.technology/portrait/medium/410305-1598863902.jpg?lm=1
Tommaso Barbieri,Right-Back,18,20/21,Italy,Novara,Serie C - A,Italy,Juventus U23,Serie C - A,Italy,€1.40m,False,https://img.a.transfermarkt.technology/portrait/medium/569939-1586425025.png?lm=1
Riccardo Saponara,Attacking Midfield,17,08/09,Italy,Ravenna,Lega Pro 1a - A,Italy,Empoli U19,Primavera A,Italy,€1.35m,False,https://img.a.transfermarkt.technology/portrait/medium/88909-1579697536.jpg?lm=1
Giulio Parodi,Centre-Back,23,20/21,Italy,Juventus U23,Serie C - A,Italy,Pro Vercelli,Serie C - A,Italy,€1.32m,False,https://img.a.transfermarkt.technology/portrait/medium/340267-1486564121.jpg?lm=1
Erik Gerbi,Centre-Forward,20,20/21,Italy,Juventus U23,Serie C - A,Italy,Sampdoria,Serie A,Italy,€1.30m,False,https://img.a.transfermarkt.technology/portrait/medium/410305-1598863902.jpg?lm=1
Idrissa Touré,Central Midfield,21,19/20,Germany/Guinea,W. Bremen II,Regionalliga Nord,Germany,Juventus U23,Serie C-A,Italy,€1.30m,False,https://img.a.transfermarkt.technology/portrait/medium/335516-1472928432.jpg?lm=1
Vedin Music,Left-Back,34,07/08,Bosnia-Herzegovina,Torino,Serie A,Italy,Padova,Serie C1 - A,Italy,€1.25m,False,https://img.a.transfermarkt.technology/portrait/medium/l_Z_s_17148_2006_1.jpg?lm=1
Ezequiel Lavezzi,Second Striker,20,05/06,Argentina/Italy,Genoa,Serie C1 - A,Italy,San Lorenzo,Torneo Final,Argentina,€1.20m,False,https://img.a.transfermarkt.technology/portrait/medium/50570-1595579124.jpg?lm=1
Emilio Affuso,Left-Back,20,91/92,Italy,USC Baracca Lugo 1909,Serie C1 - A,Italy,Bologna,Serie B,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Idrissa Touré,Central Midfield,23,21/22,Germany/Guinea,Juventus U23,Serie C - A,Italy,Pisa,Serie B,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/335516-1472928432.jpg?lm=1
Lorenzo Montipò,Goalkeeper,23,19/20,Italy,Novara,Serie C-A,Italy,Benevento,Serie B,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/241923-1598871890.jpg?lm=1
Marco Olivieri,Left Winger,20,19/20,Italy,Empoli U19,Primavera 1,Italy,Juventus U23,Serie C-A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/346562-1599717137.jpg?lm=1
Edoardo Masciangelo,Left-Back,22,19/20,Italy,FC Lugano,Super League,Switzerland,Juventus U23,Serie C-A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/286293-1594457236.png?lm=1
Matteo Stoppa,Centre-Forward,18,19/20,Italy,Novara,Serie C-A,Italy,Juventus U19,Primavera 1,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/391899-1598865465.jpg?lm=1
Daniele Cacia,Centre-Forward,29,12/13,Italy,Lecce,Lega Pro 1a - A,Italy,Hellas Verona,Serie B,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/21780-1569230316.png?lm=1
Luis Jiménez,Attacking Midfield,23,07/08,Chile/Italy,Ternana,Serie C1 - A,Italy,Inter,Serie A,Italy,€1.00m,True,https://img.a.transfermarkt.technology/portrait/medium/21821-1458739624.jpg?lm=1
Guerrino Gasparello,Centre-Forward,28,07/08,Italy/San Marino,Rovigo Calcio,Serie C2 - B,Italy,Pro Patria,Serie C1 - A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_85858_9690_2011_1.jpg?lm=1
Leonel Ríos,Right Midfield,23,05/06,Argentina/Spain,Arsenal Sarandí,Torneo Final,Argentina,Genoa,Serie C1 - A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_30889_6676_2010_1.jpg?lm=1
Simone Emmanuello,Central Midfield,24,18/19,Italy,Juventus U23,Serie C-A,Italy,Pro Vercelli,Serie C-A,Italy,€950Th.,False,https://img.a.transfermarkt.technology/portrait/medium/95234-1472739430.jpg?lm=1
Federico Ceccherini,Centre-Back,24,16/17,Italy,AS Livorno,Lega Pro A,Italy,Crotone,Serie A,Italy,€900Th.,False,https://img.a.transfermarkt.technology/portrait/medium/163639-1595916252.jpg?lm=1
Simone Emmanuello,Central Midfield,24,18/19,Italy,Atalanta BC,Serie A,Italy,Juventus U23,Serie C-A,Italy,€850Th.,False,https://img.a.transfermarkt.technology/portrait/medium/95234-1472739430.jpg?lm=1
Daniele Ragatzu,Second Striker,26,17/18,Italy,Olbia,Serie C-A,Italy,Cagliari Calcio,Serie A,Italy,€830Th.,False,https://img.a.transfermarkt.technology/portrait/medium/66360-1596116877.jpg?lm=1
Ivan Franceschini,Centre-Back,22,99/00,Italy,Lucchese,Serie C1 - A,Italy,Genoa,Serie B,Italy,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/X_Y_s_6066_2008_1.jpg?lm=1
Andrea La Mantia,Centre-Forward,27,18/19,Italy,Virtus Entella,Serie C-A,Italy,Lecce,Serie B,Italy,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/134983-1601300478.jpg?lm=1
Cristian Altinier,Centre-Forward,28,11/12,Italy,Portosummaga,Lega Pro 1 - B,Italy,Benevento,Lega Pro 1a - A,Italy,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/34907-1578116515.jpg?lm=1
Elio De Silvestro,Right Winger,20,13/14,Italy,Pro Vercelli,Lega Pro 1a - A,Italy,Juventus,Serie A,Italy,€760Th.,False,https://img.a.transfermarkt.technology/portrait/medium/136100-1571309336.jpg?lm=1
Francesco Di Mariano,Left Winger,22,18/19,Italy,Novara,Serie C-A,Italy,Venezia,Serie B,Italy,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/238950-1594456179.jpg?lm=1
Guerrino Gasparello,Centre-Forward,29,08/09,Italy/San Marino,Pro Patria,Lega Pro 1a - A,Italy,Padova,Lega Pro 1a - A,Italy,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_85858_9690_2011_1.jpg?lm=1
Giuseppe Ruggiero,Central Midfield,19,13/14,Italy,Juventus U19,Primavera A,Italy,Pro Vercelli,Lega Pro 1a - A,Italy,€720Th.,False,https://img.a.transfermarkt.technology/portrait/medium/165898-1411640377.jpg?lm=1
Allan Baclet,Centre-Forward,23,09/10,France/Ghana,Arezzo,Lega Pro 1a - A,Italy,Lecce,Serie B,Italy,€650Th.,False,https://img.a.transfermarkt.technology/portrait/medium/103001-1538481012.jpg?lm=1
Santos,Centre-Back,25,06/07,Brazil/Italy,Monza ,Serie C1 - A,Italy,UC AlbinoLeffe,Serie B,Italy,€640Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_19439_515_2012_1.jpg?lm=1
Gian Marco Crespi,Goalkeeper,18,19/20,Italy,Gozzano,Serie C-A,Italy,Crotone,Serie B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/504825-1599123991.jpg?lm=1
Manuel Fischnaller,Centre-Forward,23,15/16,Italy,Südtirol,Lega Pro A,Italy,Alessandria,Lega Pro A,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102379-1604766447.jpg?lm=1
Vasco Regini,Left-Back,18,08/09,Italy,Cesena,Lega Pro 1a - A,Italy,Sampdoria,Serie A,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/72274-1448964701.jpg?lm=1
Mariano Bogliacino,Attacking Midfield,25,05/06,Uruguay/Italy,Sambenedettese,Serie C1 - A,Italy,Napoli,Serie C1 - B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/44394-1442469821.jpg?lm=1
Giampiero Buonocore,Central Midfield,19,02/03,Italy,Carrarese,Serie C1 - A,Italy,Napoli,Serie B,Italy,End of loan,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Oscar Branzani,Central Midfield,21,11/12,Italy,Taranto,Lega Pro 1a - A,Italy,Sampdoria,Serie B,Italy,€550Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_164152_4085_2013_03_13_1.jpg?lm=1
Matteo Rubin,Left-Back,19,07/08,Italy,Cittadella,Serie C1 - A,Italy,Torino,Serie A,Italy,€550Th.,False,https://img.a.transfermarkt.technology/portrait/medium/55001-1452590616.jpg?lm=1
Giuseppe Ticli,Left Midfield,22,01/02,Italy,Inter,Serie A,Italy,Reggiana,Serie C1 - A,Italy,€516Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Marco Chiosa,Centre-Back,25,18/19,Italy,Novara,Serie C-A,Italy,Virtus Entella,Serie C-A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/163549-1602088463.jpg?lm=1
Ignacio Lores Varela,Right Winger,26,17/18,Uruguay/Spain,AC Pisa,Serie C-A,Italy,Ascoli,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/139535-1457017920.jpg?lm=1
Joseph Tetteh,Central Midfield,18,17/18,Ghana,Olbia,Serie C-A,Italy,Cagliari U19,Primavera 2b,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/445926-1615810454.jpg?lm=1
Rey Manaj,Centre-Forward,19,16/17,Albania/Italy,Cremonese,Lega Pro A,Italy,Inter,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/308278-1630594706.jpg?lm=1
Enej Jelenic,Left Midfield,24,16/17,Slovenia,AS Livorno,Lega Pro A,Italy,Carpi,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/148538-1604827037.jpg?lm=1
Andrea Belotti,Centre-Forward,19,13/14,Italy,UC AlbinoLeffe,Lega Pro 1a - A,Italy,US Palermo,Serie B,Italy,€500Th.,True,https://img.a.transfermarkt.technology/portrait/medium/167727-1596180996.jpg?lm=1
Federico Piovaccari,Centre-Forward,26,10/11,Italy,Ravenna,Lega Pro 1a - A,Italy,Cittadella,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_44514_301_2013_10_02_1.jpg?lm=1
Andrea Catellani,Centre-Forward,20,08/09,Italy,Reggiana,Lega Pro 1a - A,Italy,Catania,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/87091-1472127311.jpg?lm=1
Antonio Candreva,Right Midfield,20,07/08,Italy,Ternana,Serie C1 - A,Italy,Udinese,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/25488-1630591271.jpg?lm=1
Andrea Cossu,Attacking Midfield,27,07/08,Italy,Hellas Verona,Serie C1 - A,Italy,Cagliari Calcio,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/21861-1475748772.jpg?lm=1
Rivaldo González,Attacking Midfield,18,05/06,Paraguay/Spain,SSC Venezia,Italy,Italy,Genoa,Serie C1 - A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_21851_332_2012_12_31_1.jpg?lm=1
Luca Saudati,Centre-Forward,20,99/00,Italy,Como,Serie C1 - A,Italy,Empoli,Serie B,Italy,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_6029_749_2009_1.jpg?lm=1
John Aloisi,Centre-Forward,21,97/98,Australia/Italy,Cremonese,Serie C1 - A,Italy,Portsmouth,First Division,England,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/7741-1416907223.jpg?lm=1
Benjamin Mokulu,Centre-Forward,29,19/20,DR Congo/Belgium,Carpi,Serie C-B,Italy,Juventus U23,Serie C-A,Italy,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/55595-1571673363.jpg?lm=1
Filippo Capitanio,Centre-Back,20,13/14,Italy,Vicenza,Lega Pro 1a - A,Italy,Cesena,Serie B,Italy,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/195593-1442475574.jpg?lm=1
Thomas Pichlmann,Centre-Forward,29,10/11,Austria,Grosseto,Serie B,Italy,Hellas Verona,Lega Pro 1a - A,Italy,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/13925-1470411113.jpg?lm=1
Andrea Bovo,Central Midfield,21,07/08,Italy,US Palermo,Serie A,Italy,Padova,Serie C1 - A,Italy,€426Th.,False,https://img.a.transfermarkt.technology/portrait/medium/21837-1549647561.jpg?lm=1
Alberto Masi,Centre-Back,18,11/12,Italy,Sampdoria U19,Primavera A,Italy,Pro Vercelli,Lega Pro 1a - A,Italy,€420Th.,False,https://img.a.transfermarkt.technology/portrait/medium/167890-1580886163.jpg?lm=1
Tommaso Biasci,Second Striker,26,21/22,Italy,Carpi,Italy,Italy,Padova,Serie C - A,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/240129-1545917661.jpg?lm=1
Luis Jiménez,Attacking Midfield,24,08/09,Chile/Italy,Ternana,Lega Pro 1 - B,Italy,Inter,Serie A,Italy,€11.00m,False,https://img.a.transfermarkt.technology/portrait/medium/21821-1458739624.jpg?lm=1
Antonio Floro Flores,Centre-Forward,24,07/08,Italy,Arezzo,Serie C1 - B,Italy,Udinese,Serie A,Italy,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/16893-1449060072.jpg?lm=1
Emanuele Calaiò,Centre-Forward,22,04/05,Italy,Pescara,Serie B,Italy,Napoli,Serie C1 - B,Italy,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/22268-1535016104.jpg?lm=1
Gabriele Zappa,Right-Back,21,21/22,Italy,Pescara,Serie C - B,Italy,Cagliari Calcio,Serie A,Italy,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/392569-1608040661.jpg?lm=1
Luis Jiménez,Attacking Midfield,26,10/11,Chile/Italy,Inter,Serie A,Italy,Ternana,Lega Pro 1 - B,Italy,€3.18m,False,https://img.a.transfermarkt.technology/portrait/medium/21821-1458739624.jpg?lm=1
Abdelkader Ghezzal,Centre-Forward,23,07/08,Algeria/France,FC Crotone,Serie C1 - B,Italy,Genoa,Serie A,Italy,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/76406-1457605852.jpg?lm=1
Adrián Ricchiuti,Second Striker,31,09/10,Argentina/Italy,Rimini,Lega Pro 1 - B,Italy,Catania,Serie A,Italy,€2.80m,False,https://img.a.transfermarkt.technology/portrait/medium/30654-1544853910.jpg?lm=1
Matteo Lovato,Centre-Back,19,19/20,Italy,Padova,Serie C-B,Italy,Hellas Verona,Serie A,Italy,€2.20m,False,https://img.a.transfermarkt.technology/portrait/medium/459655-1608218015.jpg?lm=1
Andrea Ranocchia,Centre-Back,20,08/09,Italy,Arezzo,Lega Pro 1 - B,Italy,Genoa,Serie A,Italy,€1.80m,False,https://img.a.transfermarkt.technology/portrait/medium/44327-1595918119.jpg?lm=1
Daniele Gragnoli,Centre-Forward,19,13/14,Italy,Ascoli,Lega Pro 1 - B,Italy,Parma,Serie A,Italy,€1.60m,False,https://img.a.transfermarkt.technology/portrait/medium/s_175411_408_2012_12_31_1.jpg?lm=1
Emiliano Storani,Second Striker,20,13/14,Italy,Parma,Serie A,Italy,Ascoli,Lega Pro 1 - B,Italy,€1.60m,False,https://img.a.transfermarkt.technology/portrait/medium/s_231584_408_2014_02_27_1.jpg?lm=1
Alessandro Zanoli,Right-Back,18,19/20,Italy,Carpi,Serie C-B,Italy,Napoli U19,Primavera 1,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/397225-1630496510.jpg?lm=1
Tommaso Berni,Goalkeeper,23,06/07,Italy,Ternana,Serie C1 - B,Italy,Lazio,Serie A,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/21752-1410955115.jpg?lm=1
Christian Riganó,Centre-Forward,28,02/03,Italy,Taranto,Serie C1 - B,Italy,Florentia,Italy,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/E_Z_s_21153_2007_2.jpg?lm=1
Eddy Baggio,Centre-Forward,26,01/02,Italy,Ancona,Serie B,Italy,Catania,Serie C1 - B,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Felice Evacuo,Centre-Forward,25,08/09,Italy,Frosinone,Serie B,Italy,Benevento,Lega Pro 1 - B,Italy,€1.35m,False,https://img.a.transfermarkt.technology/portrait/medium/5852-1613242416.png?lm=1
Piá,Left Winger,22,04/05,Brazil/Italy,Atalanta BC,Serie A,Italy,Napoli,Serie C1 - B,Italy,€1.35m,False,https://img.a.transfermarkt.technology/portrait/medium/21695-1457951943.jpg?lm=1
Edgar Cani,Centre-Forward,18,07/08,Albania/Italy,Pescara,Serie C1 - B,Italy,US Palermo,Serie A,Italy,€1.20m,False,https://img.a.transfermarkt.technology/portrait/medium/61863-1478680292.jpg?lm=1
Oliver Bierhoff,Centre-Forward,27,95/96,Germany,Ascoli,Serie C1 - B,Italy,Udinese,Serie A,Italy,€1.15m,False,https://img.a.transfermarkt.technology/portrait/medium/56-1464084522.jpg?lm=1
Daniele Cacia,Centre-Forward,27,11/12,Italy,Piacenza,Serie B,Italy,Lecce,Serie A,Italy,€1.05m,False,https://img.a.transfermarkt.technology/portrait/medium/21780-1569230316.png?lm=1
Giorgio Lucenti,Right-Back,21,97/98,Italy,US Palermo,Serie C1 - B,Italy,AS Roma,Serie A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_21792_8373_2011_1.jpg?lm=1
Gianluca Di Chiara,Left-Back,26,20/21,Italy,Benevento,Serie A,Italy,Perugia,Serie C - B,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/189340-1613734678.jpg?lm=1
Adriano Montalto,Centre-Forward,30,18/19,Italy,Ternana,Serie C-B,Italy,Cremonese,Serie B,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/84763-1570174343.png?lm=1
Luis Jiménez,Attacking Midfield,26,10/11,Chile/Italy,Ternana,Lega Pro 1 - B,Italy,Cesena,Serie A,Italy,€1.00m,True,https://img.a.transfermarkt.technology/portrait/medium/21821-1458739624.jpg?lm=1
Francesco Baldini,Centre-Back,33,07/08,Italy,Perugia,Serie C1 - B,Italy,FC Lugano,Challenge League,Switzerland,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_21901_10607_2012_1.jpg?lm=1
Domenico Danti,Second Striker,21,10/11,Italy,Cosenza,Lega Pro 1 - B,Italy,Siena,Serie B,Italy,€960Th.,False,https://img.a.transfermarkt.technology/portrait/medium/138508-1574411831.jpg?lm=1
Davide Luppi,Centre-Forward,25,16/17,Italy,Modena,Lega Pro B,Italy,Hellas Verona,Serie B,Italy,€950Th.,False,https://img.a.transfermarkt.technology/portrait/medium/88764-1452591285.jpg?lm=1
Luca Di Matteo,Left-Back,19,07/08,Italy,Pescara,Serie C1 - B,Italy,US Palermo,Serie A,Italy,€950Th.,False,https://img.a.transfermarkt.technology/portrait/medium/68862-1538202144.jpg?lm=1
David Giubilato,Centre-Back,28,04/05,Italy,AC Venezia 1907,Serie B,Italy,Napoli,Serie C1 - B,Italy,€950Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_21832_380_2013_06_11_1.jpg?lm=1
Cristian Altinier,Centre-Forward,28,11/12,Italy,Portosummaga,Lega Pro 1 - B,Italy,Benevento,Lega Pro 1a - A,Italy,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/34907-1578116515.jpg?lm=1
Florian Myrtaj,Centre-Forward,26,02/03,Albania/Italy,Teramo,Serie C1 - B,Italy,AC Parma,Serie A,Italy,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/H_r_s_21870_2007_1.jpg?lm=1
Jehad Muntasser,Right Midfield,21,00/01,Libya,Viterbese,Serie C1 - B,Italy,Catania,Serie C1 - B,Italy,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/i_B_s_21943_2005_1.jpg?lm=1
Lorenzo Sgarbi,Centre-Forward,18,19/20,Italy,Südtirol,Serie C-B,Italy,Napoli U19,Primavera 1,Italy,€780Th.,False,https://img.a.transfermarkt.technology/portrait/medium/535797-1548346889.jpg?lm=1
Salvatore Aronica,Centre-Back,25,03/04,Italy,FC Crotone,Serie C1 - B,Italy,Messina Peloro,Serie B,Italy,€770Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_19182_458_2013_01_11_1.jpg?lm=1
Mardochee Nzita,Left-Back,21,21/22,Belgium/DR Congo,Perugia,Serie B,Italy,Pescara,Serie C - B,Italy,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/463738-1617716705.jpg?lm=1
Nicolás Amodio,Defensive Midfield,22,05/06,Uruguay/Italy,Defensor,Uruguay,Uruguay,Napoli,Serie C1 - B,Italy,€730Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_44393_1005_2013_08_27_1.jpg?lm=1
Norbert Gyomber,Centre-Back,28,20/21,Slovakia,Perugia,Serie C - B,Italy,Salernitana,Serie B,Italy,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/205054-1628669768.jpg?lm=1
Alessio Campagnacci,Left Winger,25,13/14,Italy,Reggina,Serie B,Italy,Benevento,Lega Pro 1 - B,Italy,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102751-1539439748.jpg?lm=1
Tommaso Ghinassi,Centre-Back,20,07/08,Italy,Pistoiese,Serie C1 - B,Italy,Genoa,Serie A,Italy,€700Th.,True,https://img.a.transfermarkt.technology/portrait/medium/59412-1507282633.jpg?lm=1
Daniele Vantaggiato,Centre-Forward,18,03/04,Italy,Bari,Serie B,Italy,FC Crotone,Serie C1 - B,Italy,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/22155-1488543409.jpg?lm=1
Marco Stella,midfield,21,02/03,Italy,Pescara,Serie C1 - B,Italy,Piacenza,Serie A,Italy,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/Q_X_s_21898_2006_1.jpg?lm=1
Vincenzo Fiorillo,Goalkeeper,31,21/22,Italy,Pescara,Serie C - B,Italy,Salernitana,Serie A,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/55000-1630589864.jpg?lm=1
Matteo Lovato,Centre-Back,19,19/20,Italy,Genoa U19,Primavera 1,Italy,Padova,Serie C-B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/459655-1608218015.jpg?lm=1
Biagio Pagano,Right Winger,27,09/10,Italy,Reggina,Serie B,Italy,Rimini,Lega Pro 1 - B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_16899_1385_2012_12_31_1.jpg?lm=1
Mariano Bogliacino,Attacking Midfield,25,05/06,Uruguay/Italy,Sambenedettese,Serie C1 - A,Italy,Napoli,Serie C1 - B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/44394-1442469821.jpg?lm=1
Matteo Contini,Centre-Back,24,04/05,Italy,Avellino,Serie C1 - B,Italy,Parma,Serie A,Italy,€580Th.,False,https://img.a.transfermarkt.technology/portrait/medium/25318-1476425772.jpg?lm=1
Christian Terlizzi,Centre-Back,22,02/03,Italy,Teramo,Serie C1 - B,Italy,AC Parma,Serie A,Italy,€550Th.,False,https://img.a.transfermarkt.technology/portrait/medium/20941-1457603458.jpg?lm=1
Salim Diakite,Centre-Back,21,21/22,France/Mali,Teramo,Serie C - B,Italy,Ternana,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Tommaso Morosini,Central Midfield,28,20/21,Italy,Südtirol,Serie C - B,Italy,Monza,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/134383-1604747702.jpg?lm=1
Simone Calvano,Central Midfield,27,20/21,Italy,Hellas Verona,Serie A,Italy,Triestina,Serie C - B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/136091-1598868045.jpg?lm=1
Dimitrios Sounas,Central Midfield,26,20/21,Greece,Reggina,Serie B,Italy,Perugia,Serie C - B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/234137-1606406209.jpg?lm=1
Michele Vano,Centre-Forward,29,20/21,Italy,Carpi,Serie C - B,Italy,Hellas Verona,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/400941-1625047060.jpg?lm=1
Fabrizio Poli,Centre-Back,30,19/20,Italy,Carpi,Serie C-B,Italy,Virtus Entella,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/124173-1602088575.jpg?lm=1
Alessio Vita,Central Midfield,26,19/20,Italy,Feralpisalò,Serie C-B,Italy,Cittadella,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/163606-1602876614.jpg?lm=1
Alessio Sabbione,Centre-Back,27,19/20,Italy,Carpi,Serie C-B,Italy,Bari,Serie C-C,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/287472-1571907427.jpg?lm=1
Filippo Scaglia,Centre-Back,26,18/19,Italy,Cittadella,Serie B,Italy,Monza,Serie C-B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/163597-1602093683.jpg?lm=1
Marco Armellino,Central Midfield,29,18/19,Italy,Lecce,Serie B,Italy,Monza,Serie C-B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/144091-1602093969.jpg?lm=1
